filename,true_label,prediction,confidence,leaky_prob
dev1_10000_2.500000.csv,1,0,0.9999918937683105,8.063057975959964e-06
dev2_10000_2.000000.csv,0,0,0.9998809099197388,0.00011902493861271068
dev3_10000_1.500000.csv,0,0,0.9999265670776367,7.345371705014259e-05
dev4_10000_1.000000.csv,0,0,0.999716579914093,0.0002833438920788467
dev5_10000_0.500000.csv,0,0,0.9093611836433411,0.09063879400491714
dev6_10000_2.500000.csv,1,0,0.999991774559021,8.192790119210258e-06
dev7_10000_2.000000.csv,0,0,0.9999245405197144,7.54076027078554e-05
dev8_10000_1.500000.csv,0,0,0.9998438358306885,0.0001561463432153687
dev9_10000_1.000000.csv,0,0,0.9996756315231323,0.0003244259860366583
dev10_10000_0.500000.csv,0,0,0.9239731431007385,0.07602687925100327
dev11_10000_2.500000.csv,1,0,0.9999898672103882,1.008999788609799e-05
dev12_10000_2.000000.csv,0,0,0.9999141693115234,8.580184658057988e-05
dev13_10000_1.500000.csv,0,0,0.9998501539230347,0.00014977611135691404
dev14_10000_1.000000.csv,0,0,0.9997146725654602,0.00028528092661872506
dev15_10000_0.500000.csv,0,0,0.9141204357147217,0.08587954193353653
dev16_10000_2.500000.csv,1,0,0.999996542930603,3.4529020922491327e-06
dev17_10000_2.000000.csv,0,0,0.9999743700027466,2.566799594205804e-05
dev18_10000_1.500000.csv,0,0,0.9999586343765259,4.133003676543012e-05
dev19_10000_1.000000.csv,0,0,0.9988619089126587,0.001138075953349471
dev20_10000_0.500000.csv,0,0,0.9216315150260925,0.07836852967739105
dev21_10000_2.500000.csv,1,0,0.9999905824661255,9.378102731716353e-06
dev22_10000_2.000000.csv,0,0,0.999900221824646,9.978168236557394e-05
dev23_10000_1.500000.csv,0,0,0.9998574256896973,0.0001425266673322767
dev24_10000_1.000000.csv,0,0,0.9997186064720154,0.0002813408791553229
dev25_10000_0.500000.csv,0,0,0.9163616299629211,0.08363834768533707
dev26_10000_2.500000.csv,1,0,0.9999933242797852,6.678122645098483e-06
dev27_10000_2.000000.csv,0,0,0.9999972581863403,2.69028691946005e-06
dev28_10000_1.500000.csv,0,0,0.9999299049377441,7.005884981481358e-05
dev29_10000_1.000000.csv,0,0,0.9997228980064392,0.00027703947853296995
dev30_10000_0.500000.csv,0,0,0.8329620957374573,0.16703790426254272
dev31_10000_2.500000.csv,1,0,0.9999915361404419,8.433369657723233e-06
dev32_10000_2.000000.csv,0,0,0.9999490976333618,5.094470179756172e-05
dev33_10000_1.500000.csv,0,0,0.9998488426208496,0.0001511373120592907
dev34_10000_1.000000.csv,0,0,0.9996567964553833,0.00034322767169214785
dev35_10000_0.500000.csv,0,0,0.9288039207458496,0.0711960569024086
dev36_10000_2.500000.csv,1,0,0.9999985694885254,1.39024302825419e-06
dev37_10000_2.000000.csv,0,0,0.9999680519104004,3.199202910764143e-05
dev38_10000_1.500000.csv,0,0,0.9998939037322998,0.00010613324411679059
dev39_10000_1.000000.csv,0,0,0.8403980731964111,0.15960194170475006
dev40_10000_0.500000.csv,0,0,0.9629929065704346,0.037007156759500504
dev41_10000_2.500000.csv,1,0,0.9999903440475464,9.613781003281474e-06
dev42_10000_2.000000.csv,0,0,0.9999970197677612,2.9469820219674148e-06
dev43_10000_1.500000.csv,0,0,0.9998923540115356,0.00010767661296995357
dev44_10000_1.000000.csv,0,0,0.9994980096817017,0.0005019863601773977
dev45_10000_0.500000.csv,0,0,0.9152044057846069,0.08479559421539307
dev46_10000_2.500000.csv,1,0,0.9999997615814209,2.8415257702363306e-07
dev47_10000_2.000000.csv,0,0,0.9999096393585205,9.029725333675742e-05
dev48_10000_1.500000.csv,0,0,0.999903678894043,9.63014826993458e-05
dev49_10000_1.000000.csv,0,0,0.9888290762901306,0.011170938611030579
dev50_10000_0.500000.csv,0,0,0.9344323873519897,0.06556763499975204
dev51_10000_2.500000.csv,1,0,0.9999911785125732,8.803988748695701e-06
dev52_10000_2.000000.csv,0,0,0.9999322891235352,6.773007044102997e-05
dev53_10000_1.500000.csv,0,0,0.9999234676361084,7.64859578339383e-05
dev54_10000_1.000000.csv,0,0,0.9981682300567627,0.0018318048678338528
dev55_10000_0.500000.csv,0,0,0.8595767021179199,0.14042334258556366
dev56_10000_2.500000.csv,1,0,0.999992847442627,7.1613790169067215e-06
dev57_10000_2.000000.csv,0,0,0.9998831748962402,0.00011678451846819371
dev58_10000_1.500000.csv,0,0,0.9998741149902344,0.00012588045501615852
dev59_10000_1.000000.csv,0,0,0.9992101192474365,0.0007898991461843252
dev60_10000_0.500000.csv,0,0,0.89902663230896,0.10097333043813705
