filename,true_label,prediction,confidence,leaky_prob,original_length,target_length
dev72_10000_2.000000.csv,0,1,0.9999808073043823,0.9999808073043823,501,1002
dev281_10000_2.500000.csv,1,1,0.9999896287918091,0.9999896287918091,501,1002
dev100_10000_0.500000.csv,0,0,0.5686067342758179,0.43139326572418213,501,1002
dev166_10000_2.500000.csv,1,1,0.9999979734420776,0.9999979734420776,501,1002
dev228_10000_1.500000.csv,0,1,0.9997240900993347,0.9997240900993347,501,1002
dev249_10000_1.000000.csv,0,1,0.8461958765983582,0.8461958765983582,501,1002
dev107_10000_2.000000.csv,0,1,0.9998911619186401,0.9998911619186401,501,1002
dev244_10000_1.000000.csv,0,1,0.9990262985229492,0.9990262985229492,501,1002
dev75_10000_0.500000.csv,0,0,0.6941080689430237,0.30589190125465393,501,1002
dev110_10000_0.500000.csv,0,0,0.7645058631896973,0.23549409210681915,501,1002
dev291_10000_2.500000.csv,1,1,0.9999886751174927,0.9999886751174927,501,1002
dev62_10000_2.000000.csv,0,1,0.9999980926513672,0.9999980926513672,501,1002
dev65_10000_0.500000.csv,0,0,0.6368430852890015,0.3631569445133209,501,1002
dev254_10000_1.000000.csv,0,1,0.9793843626976013,0.9793843626976013,501,1002
dev117_10000_2.000000.csv,0,0,0.7871204614639282,0.21287953853607178,501,1002
dev259_10000_1.000000.csv,0,1,0.9987439513206482,0.9987439513206482,501,1002
dev238_10000_1.500000.csv,0,1,0.9984537363052368,0.9984537363052368,501,1002
dev176_10000_2.500000.csv,1,1,0.9999998807907104,0.9999998807907104,501,1002
dev55_10000_0.500000.csv,0,0,0.8362938761711121,0.16370610892772675,501,1002
dev182_10000_2.000000.csv,0,1,0.9979625940322876,0.9979625940322876,501,1002
dev264_10000_1.000000.csv,0,1,0.9977620840072632,0.9977620840072632,501,1002
dev146_10000_2.500000.csv,1,1,0.9999970197677612,0.9999970197677612,501,1002
dev208_10000_1.500000.csv,0,1,0.9561799764633179,0.9561799764633179,501,1002
dev269_10000_1.000000.csv,0,1,0.9961028099060059,0.9961028099060059,501,1002
dev127_10000_2.000000.csv,0,1,0.999902606010437,0.999902606010437,501,1002
dev6_10000_2.500000.csv,1,1,0.9999961853027344,0.9999961853027344,501,1002
dev120_10000_0.500000.csv,0,1,0.5724452137947083,0.5724452137947083,501,1002
dev96_10000_2.500000.csv,1,1,0.9999940395355225,0.9999940395355225,501,1002
dev185_10000_0.500000.csv,0,0,0.5991508364677429,0.40084922313690186,501,1002
dev52_10000_2.000000.csv,0,1,0.9998288154602051,0.9998288154602051,501,1002
dev137_10000_2.000000.csv,0,1,0.9999351501464844,0.9999351501464844,501,1002
dev279_10000_1.000000.csv,0,1,0.9989966750144958,0.9989966750144958,501,1002
dev218_10000_1.500000.csv,0,1,0.999356210231781,0.999356210231781,501,1002
dev156_10000_2.500000.csv,1,1,0.9999972581863403,0.9999972581863403,501,1002
dev274_10000_1.000000.csv,0,1,0.9931140542030334,0.9931140542030334,501,1002
dev192_10000_2.000000.csv,0,1,0.9993693232536316,0.9993693232536316,501,1002
dev45_10000_0.500000.csv,0,0,0.710076630115509,0.2899233400821686,501,1002
dev42_10000_2.000000.csv,0,1,0.9999910593032837,0.9999910593032837,501,1002
dev195_10000_0.500000.csv,0,0,0.6925556063652039,0.30744442343711853,501,1002
dev86_10000_2.500000.csv,1,1,0.9999933242797852,0.9999933242797852,501,1002
dev130_10000_0.500000.csv,0,0,0.7430119514465332,0.256987988948822,501,1002
dev25_10000_0.500000.csv,0,0,0.7058955430984497,0.2941044270992279,501,1002
dev214_10000_1.000000.csv,0,1,0.998625636100769,0.998625636100769,501,1002
dev136_10000_2.500000.csv,1,1,0.9999957084655762,0.9999957084655762,501,1002
dev278_10000_1.500000.csv,0,1,0.9990484118461609,0.9990484118461609,501,1002
dev219_10000_1.000000.csv,0,1,0.99779212474823,0.99779212474823,501,1002
dev80_10000_0.500000.csv,0,0,0.7342767715454102,0.26572316884994507,501,1002
dev157_10000_2.000000.csv,0,1,0.9996597766876221,0.9996597766876221,501,1002
dev150_10000_0.500000.csv,0,0,0.7449502348899841,0.25504979491233826,501,1002
dev87_10000_2.000000.csv,0,1,0.9988332390785217,0.9988332390785217,501,1002
dev22_10000_2.000000.csv,0,1,0.999687910079956,0.999687910079956,501,1002
dev147_10000_2.000000.csv,0,1,0.9999028444290161,0.9999028444290161,501,1002
dev209_10000_1.000000.csv,0,1,0.9977694749832153,0.9977694749832153,501,1002
dev90_10000_0.500000.csv,0,0,0.7258867025375366,0.27411332726478577,501,1002
dev7_10000_2.000000.csv,0,1,0.9997671246528625,0.9997671246528625,501,1002
dev268_10000_1.500000.csv,0,1,0.9993281364440918,0.9993281364440918,501,1002
dev126_10000_2.500000.csv,1,1,0.9999969005584717,0.9999969005584717,501,1002
dev204_10000_1.000000.csv,0,1,0.9988774657249451,0.9988774657249451,501,1002
dev35_10000_0.500000.csv,0,0,0.6635423898696899,0.33645758032798767,501,1002
dev32_10000_2.000000.csv,0,1,0.999809205532074,0.999809205532074,501,1002
dev97_10000_2.000000.csv,0,1,0.9996697902679443,0.9996697902679443,501,1002
dev140_10000_0.500000.csv,0,0,0.7249882817268372,0.27501174807548523,501,1002
dev170_10000_0.500000.csv,0,0,0.6580114960670471,0.3419885039329529,501,1002
dev116_10000_2.500000.csv,1,1,0.999998927116394,0.999998927116394,501,1002
dev258_10000_1.500000.csv,0,1,0.9998822212219238,0.9998822212219238,501,1002
dev239_10000_1.000000.csv,0,1,0.963047206401825,0.963047206401825,501,1002
dev177_10000_2.000000.csv,0,1,0.9999924898147583,0.9999924898147583,501,1002
dev293_10000_1.500000.csv,0,1,0.9997789263725281,0.9997789263725281,501,1002
dev234_10000_1.000000.csv,0,1,0.9984320998191833,0.9984320998191833,501,1002
dev160_10000_0.500000.csv,0,0,0.719825029373169,0.2801749110221863,501,1002
dev12_10000_2.000000.csv,0,1,0.999729335308075,0.999729335308075,501,1002
